algo,step,u,v,capacity,utilization,up
heuristic_no_delay,116,F,I,22.296014438276494,7.883045696667201,True
heuristic_no_delay,116,I,F,22.296014438276494,7.883045696667201,True
heuristic_no_delay,116,F,J,62.2360774065752,4.39016893654157,True
heuristic_no_delay,116,J,F,62.2360774065752,4.39016893654157,True
heuristic_no_delay,116,F,K,41.6604604610538,0.0,True
heuristic_no_delay,116,K,F,41.6604604610538,0.0,True
heuristic_no_delay,116,F,M,57.44398512492053,10.264227896467698,True
heuristic_no_delay,116,M,F,57.44398512492053,10.264227896467698,True
heuristic_no_delay,116,F,N,27.045250471953022,7.74834344592649,True
heuristic_no_delay,116,N,F,27.045250471953022,7.74834344592649,True
heuristic_no_delay,116,G,K,78.74716441760097,0.0,True
heuristic_no_delay,116,K,G,78.74716441760097,0.0,True
heuristic_no_delay,116,G,M,60.09275267868955,11.539316778442124,True
heuristic_no_delay,116,M,G,60.09275267868955,11.539316778442124,True
heuristic_no_delay,116,H,I,33.04691391907383,10.237173147047809,True
heuristic_no_delay,116,I,H,33.04691391907383,10.237173147047809,True
heuristic_no_delay,116,H,J,38.442486491492815,5.971095589122942,True
heuristic_no_delay,116,J,H,38.442486491492815,5.971095589122942,True
heuristic_no_delay,116,H,N,73.41548381854531,7.789478021253053,True
heuristic_no_delay,116,N,H,73.41548381854531,7.789478021253053,True
heuristic_no_delay,116,H,O,57.81407709762046,0.0,True
heuristic_no_delay,116,O,H,57.81407709762046,0.0,True
heuristic_no_delay,116,I,K,34.73124898620571,0.0,True
heuristic_no_delay,116,K,I,34.73124898620571,0.0,True
heuristic_no_delay,116,I,M,25.83376567621533,0.0,True
heuristic_no_delay,116,M,I,25.83376567621533,0.0,True
heuristic_no_delay,116,I,N,73.67238894587685,6.458998198865708,True
heuristic_no_delay,116,N,I,73.67238894587685,6.458998198865708,True
heuristic_no_delay,116,J,M,45.71898067977815,0.0,True
heuristic_no_delay,116,M,J,45.71898067977815,0.0,True
heuristic_no_delay,116,J,N,74.57414460097336,0.0,True
heuristic_no_delay,116,N,J,74.57414460097336,0.0,True
heuristic_no_delay,116,K,N,60.455023308662746,10.227611939384348,True
heuristic_no_delay,116,N,K,60.455023308662746,10.227611939384348,True
heuristic_no_delay,116,L,N,58.51563433155407,11.156318526116912,True
heuristic_no_delay,116,N,L,58.51563433155407,11.156318526116912,True
heuristic_no_delay,116,L,O,31.957596703122682,0.0,True
heuristic_no_delay,116,O,L,31.957596703122682,0.0,True
heuristic_no_delay,116,M,N,24.222988214297434,9.146899294534693,True
heuristic_no_delay,116,N,M,24.222988214297434,9.146899294534693,True
heuristic_no_delay,116,M,O,46.2872183609134,0.0,True
heuristic_no_delay,116,O,M,46.2872183609134,0.0,True
heuristic_no_delay,116,N,O,68.93996285423216,7.134220586183886,True
heuristic_no_delay,116,O,N,68.93996285423216,7.134220586183886,True
heuristic_no_delay,117,A,B,35.970423384352436,0.0,True
heuristic_no_delay,117,B,A,35.970423384352436,0.0,True
heuristic_no_delay,117,A,D,39.04273505109231,0.0,True
heuristic_no_delay,117,D,A,39.04273505109231,0.0,True
heuristic_no_delay,117,A,G,31.33813920709726,0.0,True
heuristic_no_delay,117,G,A,31.33813920709726,0.0,True
heuristic_no_delay,117,B,C,33.6332662421983,5.01296700654409,True
heuristic_no_delay,117,C,B,33.6332662421983,5.01296700654409,True
heuristic_no_delay,117,B,D,74.64873706223574,29.992240438415745,True
heuristic_no_delay,117,D,B,74.64873706223574,29.992240438415745,True
heuristic_no_delay,117,B,E,32.55523914133637,0.0,True
heuristic_no_delay,117,E,B,32.55523914133637,0.0,True
heuristic_no_delay,117,B,K,73.2530125308891,0.0,True
heuristic_no_delay,117,K,B,73.2530125308891,0.0,True
heuristic_no_delay,117,B,N,42.064380090612865,11.777919007789142,True
heuristic_no_delay,117,N,B,42.064380090612865,11.777919007789142,True
heuristic_no_delay,117,C,D,78.70086437048818,0.0,True
heuristic_no_delay,117,D,C,78.70086437048818,0.0,True
heuristic_no_delay,117,C,E,63.54952197056993,27.148352591369935,True
heuristic_no_delay,117,E,C,63.54952197056993,27.148352591369935,True
heuristic_no_delay,117,C,F,22.010223403330727,9.692367780840497,True
heuristic_no_delay,117,F,C,22.010223403330727,9.692367780840497,True
heuristic_no_delay,117,C,G,75.57894807848994,0.0,True
heuristic_no_delay,117,G,C,75.57894807848994,0.0,True
heuristic_no_delay,117,C,I,44.18562402776694,4.96921177879121,True
heuristic_no_delay,117,I,C,44.18562402776694,4.96921177879121,True
heuristic_no_delay,117,C,J,58.36512218414315,13.466465334853929,True
heuristic_no_delay,117,J,C,58.36512218414315,13.466465334853929,True
heuristic_no_delay,117,C,M,38.08965362308838,11.128490477670148,True
heuristic_no_delay,117,M,C,38.08965362308838,11.128490477670148,True
heuristic_no_delay,117,C,N,29.578950315200476,0.0,True
heuristic_no_delay,117,N,C,29.578950315200476,0.0,True
heuristic_no_delay,117,D,F,50.00955449915601,29.458283636584003,True
heuristic_no_delay,117,F,D,50.00955449915601,29.458283636584003,True
heuristic_no_delay,117,D,H,49.64356187171657,18.962805905533724,True
heuristic_no_delay,117,H,D,49.64356187171657,18.962805905533724,True
heuristic_no_delay,117,D,I,56.30000529431061,0.0,True
heuristic_no_delay,117,I,D,56.30000529431061,0.0,True
heuristic_no_delay,117,D,J,51.991763189828205,0.0,True
heuristic_no_delay,117,J,D,51.991763189828205,0.0,True
heuristic_no_delay,117,D,K,71.00359978351344,0.0,True
heuristic_no_delay,117,K,D,71.00359978351344,0.0,True
heuristic_no_delay,117,D,L,53.58103919101485,34.09963883033174,True
heuristic_no_delay,117,L,D,53.58103919101485,34.09963883033174,True
heuristic_no_delay,117,D,M,37.680019342175804,0.0,True
heuristic_no_delay,117,M,D,37.680019342175804,0.0,True
heuristic_no_delay,117,E,G,78.60474135603619,12.670615940015319,True
heuristic_no_delay,117,G,E,78.60474135603619,12.670615940015319,True
heuristic_no_delay,117,E,H,36.58939244936226,8.530143407729671,True
heuristic_no_delay,117,H,E,36.58939244936226,8.530143407729671,True
heuristic_no_delay,117,E,M,65.45782694655597,0.0,True
heuristic_no_delay,117,M,E,65.45782694655597,0.0,True
heuristic_no_delay,117,E,N,76.22045536508304,5.478070154289215,True
heuristic_no_delay,117,N,E,76.22045536508304,5.478070154289215,True
heuristic_no_delay,117,F,G,60.462953806762215,0.0,True
heuristic_no_delay,117,G,F,60.462953806762215,0.0,True
heuristic_no_delay,117,F,I,22.296014438276494,7.883045696667201,True
heuristic_no_delay,117,I,F,22.296014438276494,7.883045696667201,True
heuristic_no_delay,117,F,J,62.2360774065752,4.39016893654157,True
heuristic_no_delay,117,J,F,62.2360774065752,4.39016893654157,True
heuristic_no_delay,117,F,K,41.6604604610538,0.0,True
heuristic_no_delay,117,K,F,41.6604604610538,0.0,True
heuristic_no_delay,117,F,M,57.44398512492053,10.264227896467698,True
heuristic_no_delay,117,M,F,57.44398512492053,10.264227896467698,True
heuristic_no_delay,117,F,N,27.045250471953022,7.74834344592649,True
heuristic_no_delay,117,N,F,27.045250471953022,7.74834344592649,True
heuristic_no_delay,117,G,K,78.74716441760097,0.0,True
heuristic_no_delay,117,K,G,78.74716441760097,0.0,True
heuristic_no_delay,117,G,M,60.09275267868955,11.539316778442124,True
heuristic_no_delay,117,M,G,60.09275267868955,11.539316778442124,True
heuristic_no_delay,117,H,I,33.04691391907383,10.237173147047809,True
heuristic_no_delay,117,I,H,33.04691391907383,10.237173147047809,True
heuristic_no_delay,117,H,J,38.442486491492815,5.971095589122942,True
heuristic_no_delay,117,J,H,38.442486491492815,5.971095589122942,True
heuristic_no_delay,117,H,N,73.41548381854531,7.789478021253053,True
heuristic_no_delay,117,N,H,73.41548381854531,7.789478021253053,True
heuristic_no_delay,117,H,O,57.81407709762046,0.0,True
heuristic_no_delay,117,O,H,57.81407709762046,0.0,True
heuristic_no_delay,117,I,K,34.73124898620571,0.0,True
heuristic_no_delay,117,K,I,34.73124898620571,0.0,True
heuristic_no_delay,117,I,M,25.83376567621533,0.0,True
heuristic_no_delay,117,M,I,25.83376567621533,0.0,True
heuristic_no_delay,117,I,N,73.67238894587685,6.458998198865708,True
heuristic_no_delay,117,N,I,73.67238894587685,6.458998198865708,True
heuristic_no_delay,117,J,M,45.71898067977815,0.0,True
heuristic_no_delay,117,M,J,45.71898067977815,0.0,True
heuristic_no_delay,117,J,N,74.57414460097336,0.0,True
heuristic_no_delay,117,N,J,74.57414460097336,0.0,True
heuristic_no_delay,117,K,N,60.455023308662746,10.227611939384348,True
heuristic_no_delay,117,N,K,60.455023308662746,10.227611939384348,True
heuristic_no_delay,117,L,N,58.51563433155407,11.156318526116912,True
heuristic_no_delay,117,N,L,58.51563433155407,11.156318526116912,True
heuristic_no_delay,117,L,O,31.957596703122682,0.0,True
heuristic_no_delay,117,O,L,31.957596703122682,0.0,True
heuristic_no_delay,117,M,N,24.222988214297434,9.146899294534693,True
heuristic_no_delay,117,N,M,24.222988214297434,9.146899294534693,True
heuristic_no_delay,117,M,O,46.2872183609134,0.0,True
heuristic_no_delay,117,O,M,46.2872183609134,0.0,True
heuristic_no_delay,117,N,O,68.93996285423216,7.134220586183886,True
heuristic_no_delay,117,O,N,68.93996285423216,7.134220586183886,True
heuristic_no_delay,118,A,B,35.970423384352436,0.0,True
heuristic_no_delay,118,B,A,35.970423384352436,0.0,True
heuristic_no_delay,118,A,D,39.04273505109231,0.0,True
heuristic_no_delay,118,D,A,39.04273505109231,0.0,True
heuristic_no_delay,118,A,G,31.33813920709726,0.0,True
heuristic_no_delay,118,G,A,31.33813920709726,0.0,True
heuristic_no_delay,118,B,C,33.6332662421983,5.01296700654409,True
heuristic_no_delay,118,C,B,33.6332662421983,5.01296700654409,True
heuristic_no_delay,118,B,D,74.64873706223574,29.992240438415745,True
heuristic_no_delay,118,D,B,74.64873706223574,29.992240438415745,True
heuristic_no_delay,118,B,E,32.55523914133637,0.0,True
heuristic_no_delay,118,E,B,32.55523914133637,0.0,True
heuristic_no_delay,118,B,K,73.2530125308891,0.0,True
heuristic_no_delay,118,K,B,73.2530125308891,0.0,True
heuristic_no_delay,118,B,N,42.064380090612865,11.777919007789142,True
heuristic_no_delay,118,N,B,42.064380090612865,11.777919007789142,True
heuristic_no_delay,118,C,D,78.70086437048818,0.0,True
heuristic_no_delay,118,D,C,78.70086437048818,0.0,True
heuristic_no_delay,118,C,E,63.54952197056993,27.148352591369935,True
heuristic_no_delay,118,E,C,63.54952197056993,27.148352591369935,True
heuristic_no_delay,118,C,F,22.010223403330727,9.692367780840497,True
heuristic_no_delay,118,F,C,22.010223403330727,9.692367780840497,True
heuristic_no_delay,118,C,G,75.57894807848994,0.0,True
heuristic_no_delay,118,G,C,75.57894807848994,0.0,True
heuristic_no_delay,118,C,I,44.18562402776694,4.96921177879121,True
heuristic_no_delay,118,I,C,44.18562402776694,4.96921177879121,True
heuristic_no_delay,118,C,J,58.36512218414315,13.466465334853929,True
heuristic_no_delay,118,J,C,58.36512218414315,13.466465334853929,True
heuristic_no_delay,118,C,M,38.08965362308838,11.128490477670148,True
heuristic_no_delay,118,M,C,38.08965362308838,11.128490477670148,True
heuristic_no_delay,118,C,N,29.578950315200476,7.438000154276108,True
heuristic_no_delay,118,N,C,29.578950315200476,7.438000154276108,True
heuristic_no_delay,118,D,F,50.00955449915601,29.458283636584003,True
heuristic_no_delay,118,F,D,50.00955449915601,29.458283636584003,True
heuristic_no_delay,118,D,H,49.64356187171657,18.962805905533724,True
heuristic_no_delay,118,H,D,49.64356187171657,18.962805905533724,True
heuristic_no_delay,118,D,I,56.30000529431061,0.0,True
heuristic_no_delay,118,I,D,56.30000529431061,0.0,True
heuristic_no_delay,118,D,J,51.991763189828205,0.0,True
heuristic_no_delay,118,J,D,51.991763189828205,0.0,True
heuristic_no_delay,118,D,K,71.00359978351344,0.0,True
heuristic_no_delay,118,K,D,71.00359978351344,0.0,True
heuristic_no_delay,118,D,L,53.58103919101485,34.09963883033174,True
heuristic_no_delay,118,L,D,53.58103919101485,34.09963883033174,True
heuristic_no_delay,118,D,M,37.680019342175804,0.0,True
heuristic_no_delay,118,M,D,37.680019342175804,0.0,True
heuristic_no_delay,118,E,G,78.60474135603619,12.670615940015319,True
heuristic_no_delay,118,G,E,78.60474135603619,12.670615940015319,True
heuristic_no_delay,118,E,H,36.58939244936226,8.530143407729671,True
heuristic_no_delay,118,H,E,36.58939244936226,8.530143407729671,True
heuristic_no_delay,118,E,M,65.45782694655597,0.0,True
heuristic_no_delay,118,M,E,65.45782694655597,0.0,True
heuristic_no_delay,118,E,N,76.22045536508304,5.478070154289215,True
heuristic_no_delay,118,N,E,76.22045536508304,5.478070154289215,True
heuristic_no_delay,118,F,G,60.462953806762215,0.0,True
heuristic_no_delay,118,G,F,60.462953806762215,0.0,True
heuristic_no_delay,118,F,I,22.296014438276494,7.883045696667201,True
heuristic_no_delay,118,I,F,22.296014438276494,7.883045696667201,True
heuristic_no_delay,118,F,J,62.2360774065752,4.39016893654157,True
heuristic_no_delay,118,J,F,62.2360774065752,4.39016893654157,True
heuristic_no_delay,118,F,K,41.6604604610538,0.0,True
heuristic_no_delay,118,K,F,41.6604604610538,0.0,True
heuristic_no_delay,118,F,M,57.44398512492053,10.264227896467698,True
heuristic_no_delay,118,M,F,57.44398512492053,10.264227896467698,True
heuristic_no_delay,118,F,N,27.045250471953022,7.74834344592649,True
heuristic_no_delay,118,N,F,27.045250471953022,7.74834344592649,True
heuristic_no_delay,118,G,K,78.74716441760097,0.0,True
heuristic_no_delay,118,K,G,78.74716441760097,0.0,True
heuristic_no_delay,118,G,M,60.09275267868955,11.539316778442124,True
heuristic_no_delay,118,M,G,60.09275267868955,11.539316778442124,True
heuristic_no_delay,118,H,I,33.04691391907383,10.237173147047809,True
heuristic_no_delay,118,I,H,33.04691391907383,10.237173147047809,True
heuristic_no_delay,118,H,J,38.442486491492815,5.971095589122942,True
heuristic_no_delay,118,J,H,38.442486491492815,5.971095589122942,True
heuristic_no_delay,118,H,N,73.41548381854531,7.789478021253053,True
heuristic_no_delay,118,N,H,73.41548381854531,7.789478021253053,True
heuristic_no_delay,118,H,O,57.81407709762046,0.0,True
heuristic_no_delay,118,O,H,57.81407709762046,0.0,True
heuristic_no_delay,118,I,K,34.73124898620571,0.0,True
heuristic_no_delay,118,K,I,34.73124898620571,0.0,True
heuristic_no_delay,118,I,M,25.83376567621533,0.0,True
heuristic_no_delay,118,M,I,25.83376567621533,0.0,True
heuristic_no_delay,118,I,N,73.67238894587685,6.458998198865708,True
heuristic_no_delay,118,N,I,73.67238894587685,6.458998198865708,True
heuristic_no_delay,118,J,M,45.71898067977815,0.0,True
heuristic_no_delay,118,M,J,45.71898067977815,0.0,True
heuristic_no_delay,118,J,N,74.57414460097336,0.0,True
heuristic_no_delay,118,N,J,74.57414460097336,0.0,True
heuristic_no_delay,118,K,N,60.455023308662746,10.227611939384348,True
heuristic_no_delay,118,N,K,60.455023308662746,10.227611939384348,True
heuristic_no_delay,118,L,N,58.51563433155407,11.156318526116912,True
heuristic_no_delay,118,N,L,58.51563433155407,11.156318526116912,True
heuristic_no_delay,118,L,O,31.957596703122682,0.0,True
heuristic_no_delay,118,O,L,31.957596703122682,0.0,True
heuristic_no_delay,118,M,N,24.222988214297434,9.146899294534693,True
heuristic_no_delay,118,N,M,24.222988214297434,9.146899294534693,True
heuristic_no_delay,118,M,O,46.2872183609134,0.0,True
heuristic_no_delay,118,O,M,46.2872183609134,0.0,True
heuristic_no_delay,118,N,O,68.93996285423216,7.134220586183886,True
heuristic_no_delay,118,O,N,68.93996285423216,7.134220586183886,True
heuristic_no_delay,119,A,B,35.970423384352436,0.0,True
heuristic_no_delay,119,B,A,35.970423384352436,0.0,True
heuristic_no_delay,119,A,D,39.04273505109231,0.0,True
heuristic_no_delay,119,D,A,39.04273505109231,0.0,True
heuristic_no_delay,119,A,G,31.33813920709726,0.0,True
heuristic_no_delay,119,G,A,31.33813920709726,0.0,True
heuristic_no_delay,119,B,C,33.6332662421983,5.01296700654409,True
heuristic_no_delay,119,C,B,33.6332662421983,5.01296700654409,True
heuristic_no_delay,119,B,D,74.64873706223574,29.992240438415745,True
heuristic_no_delay,119,D,B,74.64873706223574,29.992240438415745,True
heuristic_no_delay,119,B,E,32.55523914133637,0.0,True
heuristic_no_delay,119,E,B,32.55523914133637,0.0,True
heuristic_no_delay,119,B,K,73.2530125308891,0.0,True
heuristic_no_delay,119,K,B,73.2530125308891,0.0,True
heuristic_no_delay,119,B,N,42.064380090612865,11.777919007789142,True
heuristic_no_delay,119,N,B,42.064380090612865,11.777919007789142,True
heuristic_no_delay,119,C,D,78.70086437048818,0.0,True
heuristic_no_delay,119,D,C,78.70086437048818,0.0,True
heuristic_no_delay,119,C,E,63.54952197056993,27.148352591369935,True
heuristic_no_delay,119,E,C,63.54952197056993,27.148352591369935,True
heuristic_no_delay,119,C,F,22.010223403330727,9.692367780840497,True
heuristic_no_delay,119,F,C,22.010223403330727,9.692367780840497,True
heuristic_no_delay,119,C,G,75.57894807848994,0.0,True
heuristic_no_delay,119,G,C,75.57894807848994,0.0,True
heuristic_no_delay,119,C,I,44.18562402776694,4.96921177879121,True
heuristic_no_delay,119,I,C,44.18562402776694,4.96921177879121,True
heuristic_no_delay,119,C,J,58.36512218414315,13.466465334853929,True
heuristic_no_delay,119,J,C,58.36512218414315,13.466465334853929,True
heuristic_no_delay,119,C,M,38.08965362308838,11.128490477670148,True
heuristic_no_delay,119,M,C,38.08965362308838,11.128490477670148,True
heuristic_no_delay,119,C,N,29.578950315200476,7.438000154276108,True
heuristic_no_delay,119,N,C,29.578950315200476,7.438000154276108,True
heuristic_no_delay,119,D,F,50.00955449915601,29.458283636584003,True
heuristic_no_delay,119,F,D,50.00955449915601,29.458283636584003,True
heuristic_no_delay,119,D,H,49.64356187171657,18.962805905533724,True
heuristic_no_delay,119,H,D,49.64356187171657,18.962805905533724,True
heuristic_no_delay,119,D,I,56.30000529431061,0.0,True
heuristic_no_delay,119,I,D,56.30000529431061,0.0,True
heuristic_no_delay,119,D,J,51.991763189828205,0.0,True
heuristic_no_delay,119,J,D,51.991763189828205,0.0,True
heuristic_no_delay,119,D,K,71.00359978351344,0.0,True
heuristic_no_delay,119,K,D,71.00359978351344,0.0,True
heuristic_no_delay,119,D,L,53.58103919101485,34.09963883033174,True
heuristic_no_delay,119,L,D,53.58103919101485,34.09963883033174,True
heuristic_no_delay,119,D,M,37.680019342175804,0.0,True
heuristic_no_delay,119,M,D,37.680019342175804,0.0,True
heuristic_no_delay,119,E,G,78.60474135603619,12.670615940015319,True
heuristic_no_delay,119,G,E,78.60474135603619,12.670615940015319,True
heuristic_no_delay,119,E,H,36.58939244936226,8.530143407729671,True
heuristic_no_delay,119,H,E,36.58939244936226,8.530143407729671,True
heuristic_no_delay,119,E,M,65.45782694655597,0.0,True
heuristic_no_delay,119,M,E,65.45782694655597,0.0,True
heuristic_no_delay,119,E,N,76.22045536508304,5.478070154289215,True
heuristic_no_delay,119,N,E,76.22045536508304,5.478070154289215,True
heuristic_no_delay,119,F,G,60.462953806762215,0.0,True
heuristic_no_delay,119,G,F,60.462953806762215,0.0,True
heuristic_no_delay,119,F,I,22.296014438276494,7.883045696667201,True
heuristic_no_delay,119,I,F,22.296014438276494,7.883045696667201,True
heuristic_no_delay,119,F,J,62.2360774065752,4.39016893654157,True
heuristic_no_delay,119,J,F,62.2360774065752,4.39016893654157,True
heuristic_no_delay,119,F,K,41.6604604610538,5.258196423519499,True
heuristic_no_delay,119,K,F,41.6604604610538,5.258196423519499,True
heuristic_no_delay,119,F,M,57.44398512492053,10.264227896467698,True
heuristic_no_delay,119,M,F,57.44398512492053,10.264227896467698,True
heuristic_no_delay,119,F,N,27.045250471953022,7.74834344592649,True
heuristic_no_delay,119,N,F,27.045250471953022,7.74834344592649,True
heuristic_no_delay,119,G,K,78.74716441760097,0.0,True
heuristic_no_delay,119,K,G,78.74716441760097,0.0,True
heuristic_no_delay,119,G,M,60.09275267868955,11.539316778442124,True
heuristic_no_delay,119,M,G,60.09275267868955,11.539316778442124,True
heuristic_no_delay,119,H,I,33.04691391907383,10.237173147047809,True
heuristic_no_delay,119,I,H,33.04691391907383,10.237173147047809,True
heuristic_no_delay,119,H,J,38.442486491492815,5.971095589122942,True
heuristic_no_delay,119,J,H,38.442486491492815,5.971095589122942,True
heuristic_no_delay,119,H,N,73.41548381854531,7.789478021253053,True
heuristic_no_delay,119,N,H,73.41548381854531,7.789478021253053,True
heuristic_no_delay,119,H,O,57.81407709762046,0.0,True
heuristic_no_delay,119,O,H,57.81407709762046,0.0,True
heuristic_no_delay,119,I,K,34.73124898620571,0.0,True
heuristic_no_delay,119,K,I,34.73124898620571,0.0,True
heuristic_no_delay,119,I,M,25.83376567621533,0.0,True
heuristic_no_delay,119,M,I,25.83376567621533,0.0,True
heuristic_no_delay,119,I,N,73.67238894587685,6.458998198865708,True
heuristic_no_delay,119,N,I,73.67238894587685,6.458998198865708,True
heuristic_no_delay,119,J,M,45.71898067977815,0.0,True
heuristic_no_delay,119,M,J,45.71898067977815,0.0,True
heuristic_no_delay,119,J,N,74.57414460097336,0.0,True
heuristic_no_delay,119,N,J,74.57414460097336,0.0,True
heuristic_no_delay,119,K,N,60.455023308662746,15.005447362879725,True
heuristic_no_delay,119,N,K,60.455023308662746,15.005447362879725,True
heuristic_no_delay,119,L,N,58.51563433155407,11.156318526116912,True
heuristic_no_delay,119,N,L,58.51563433155407,11.156318526116912,True
heuristic_no_delay,119,L,O,31.957596703122682,0.0,True
heuristic_no_delay,119,O,L,31.957596703122682,0.0,True
heuristic_no_delay,119,M,N,24.222988214297434,9.146899294534693,True
heuristic_no_delay,119,N,M,24.222988214297434,9.146899294534693,True
heuristic_no_delay,119,M,O,46.2872183609134,0.0,True
heuristic_no_delay,119,O,M,46.2872183609134,0.0,True
heuristic_no_delay,119,N,O,68.93996285423216,11.912056009679263,True
heuristic_no_delay,119,O,N,68.93996285423216,11.912056009679263,True
heuristic_low_delay,0,A,B,35.970423384352436,0.0,True
heuristic_low_delay,0,B,A,35.970423384352436,0.0,True
heuristic_low_delay,0,A,D,39.04273505109231,0.0,True
heuristic_low_delay,0,D,A,39.04273505109231,0.0,True
heuristic_low_delay,0,A,G,31.33813920709726,0.0,True
heuristic_low_delay,0,G,A,31.33813920709726,0.0,True
heuristic_low_delay,0,B,C,33.6332662421983,0.0,True
heuristic_low_delay,0,C,B,33.6332662421983,0.0,True
heuristic_low_delay,0,B,D,74.64873706223574,0.0,True
heuristic_low_delay,0,D,B,74.64873706223574,0.0,True
heuristic_low_delay,0,B,E,32.55523914133637,0.0,True
heuristic_low_delay,0,E,B,32.55523914133637,0.0,True
heuristic_low_delay,0,B,K,73.2530125308891,0.0,True
heuristic_low_delay,0,K,B,73.2530125308891,0.0,True
heuristic_low_delay,0,B,N,42.064380090612865,0.0,True
heuristic_low_delay,0,N,B,42.064380090612865,0.0,True
heuristic_low_delay,0,C,D,78.70086437048818,0.0,True
heuristic_low_delay,0,D,C,78.70086437048818,0.0,True
heuristic_low_delay,0,C,E,63.54952197056993,0.0,True
heuristic_low_delay,0,E,C,63.54952197056993,0.0,True
heuristic_low_delay,0,C,F,22.010223403330727,0.0,True
heuristic_low_delay,0,F,C,22.010223403330727,0.0,True
heuristic_low_delay,0,C,G,75.57894807848994,0.0,True
heuristic_low_delay,0,G,C,75.57894807848994,0.0,True
heuristic_low_delay,0,C,I,44.18562402776694,0.0,True
heuristic_low_delay,0,I,C,44.18562402776694,0.0,True
heuristic_low_delay,0,C,J,58.36512218414315,0.0,True
heuristic_low_delay,0,J,C,58.36512218414315,0.0,True
heuristic_low_delay,0,C,M,38.08965362308838,0.0,True
heuristic_low_delay,0,M,C,38.08965362308838,0.0,True
heuristic_low_delay,0,C,N,29.578950315200476,0.0,True
heuristic_low_delay,0,N,C,29.578950315200476,0.0,True
heuristic_low_delay,0,D,F,50.00955449915601,0.0,True
heuristic_low_delay,0,F,D,50.00955449915601,0.0,True
heuristic_low_delay,0,D,H,49.64356187171657,0.0,True
heuristic_low_delay,0,H,D,49.64356187171657,0.0,True
heuristic_low_delay,0,D,I,56.30000529431061,0.0,True
heuristic_low_delay,0,I,D,56.30000529431061,0.0,True
heuristic_low_delay,0,D,J,51.991763189828205,0.0,True
heuristic_low_delay,0,J,D,51.991763189828205,0.0,True
heuristic_low_delay,0,D,K,71.00359978351344,0.0,True
heuristic_low_delay,0,K,D,71.00359978351344,0.0,True
heuristic_low_delay,0,D,L,53.58103919101485,0.0,True
heuristic_low_delay,0,L,D,53.58103919101485,0.0,True
heuristic_low_delay,0,D,M,37.680019342175804,0.0,True
heuristic_low_delay,0,M,D,37.680019342175804,0.0,True
heuristic_low_delay,0,E,G,78.60474135603619,0.0,True
heuristic_low_delay,0,G,E,78.60474135603619,0.0,True
heuristic_low_delay,0,E,H,36.58939244936226,0.0,True
heuristic_low_delay,0,H,E,36.58939244936226,0.0,True
heuristic_low_delay,0,E,M,65.45782694655597,0.0,True
heuristic_low_delay,0,M,E,65.45782694655597,0.0,True
heuristic_low_delay,0,E,N,76.22045536508304,0.0,True
heuristic_low_delay,0,N,E,76.22045536508304,0.0,True
heuristic_low_delay,0,F,G,60.462953806762215,0.0,True
heuristic_low_delay,0,G,F,60.462953806762215,0.0,True
heuristic_low_delay,0,F,I,22.296014438276494,0.0,True
heuristic_low_delay,0,I,F,22.296014438276494,0.0,True
heuristic_low_delay,0,F,J,62.2360774065752,0.0,True
heuristic_low_delay,0,J,F,62.2360774065752,0.0,True
heuristic_low_delay,0,F,K,41.6604604610538,0.0,True
heuristic_low_delay,0,K,F,41.6604604610538,0.0,True
heuristic_low_delay,0,F,M,57.44398512492053,0.0,True
heuristic_low_delay,0,M,F,57.44398512492053,0.0,True
heuristic_low_delay,0,F,N,27.045250471953022,0.0,True
heuristic_low_delay,0,N,F,27.045250471953022,0.0,True
heuristic_low_delay,0,G,K,78.74716441760097,0.0,True
heuristic_low_delay,0,K,G,78.74716441760097,0.0,True
heuristic_low_delay,0,G,M,60.09275267868955,0.0,True
heuristic_low_delay,0,M,G,60.09275267868955,0.0,True
heuristic_low_delay,0,H,I,33.04691391907383,0.0,True
heuristic_low_delay,0,I,H,33.04691391907383,0.0,True
heuristic_low_delay,0,H,J,38.442486491492815,0.0,True
heuristic_low_delay,0,J,H,38.442486491492815,0.0,True
heuristic_low_delay,0,H,N,73.41548381854531,0.0,True
heuristic_low_delay,0,N,H,73.41548381854531,0.0,True
heuristic_low_delay,0,H,O,57.81407709762046,0.0,True
heuristic_low_delay,0,O,H,57.81407709762046,0.0,True
heuristic_low_delay,0,I,K,34.73124898620571,0.0,True
heuristic_low_delay,0,K,I,34.73124898620571,0.0,True
heuristic_low_delay,0,I,M,25.83376567621533,0.0,True
heuristic_low_delay,0,M,I,25.83376567621533,0.0,True
heuristic_low_delay,0,I,N,73.67238894587685,0.0,True
heuristic_low_delay,0,N,I,73.67238894587685,0.0,True
heuristic_low_delay,0,J,M,45.71898067977815,0.0,True
heuristic_low_delay,0,M,J,45.71898067977815,0.0,True
heuristic_low_delay,0,J,N,74.57414460097336,0.0,True
heuristic_low_delay,0,N,J,74.57414460097336,0.0,True
heuristic_low_delay,0,K,N,60.455023308662746,0.0,True
heuristic_low_delay,0,N,K,60.455023308662746,0.0,True
heuristic_low_delay,0,L,N,58.51563433155407,0.0,True
heuristic_low_delay,0,N,L,58.51563433155407,0.0,True
heuristic_low_delay,0,L,O,31.957596703122682,0.0,True
heuristic_low_delay,0,O,L,31.957596703122682,0.0,True
heuristic_low_delay,0,M,N,24.222988214297434,0.0,True
heuristic_low_delay,0,N,M,24.222988214297434,0.0,True
