,"('D', 'D')","('D', 'J')","('D', 'E')","('D', 'I')","('D', 'A')","('D', 'G')","('D', 'C')","('D', 'F')","('D', 'H')","('D', 'B')","('J', 'D')","('J', 'J')","('J', 'E')","('J', 'I')","('J', 'A')","('J', 'G')","('J', 'C')","('J', 'F')","('J', 'H')","('J', 'B')","('E', 'D')","('E', 'J')","('E', 'E')","('E', 'I')","('E', 'A')","('E', 'G')","('E', 'C')","('E', 'F')","('E', 'H')","('E', 'B')","('I', 'D')","('I', 'J')","('I', 'E')","('I', 'I')","('I', 'A')","('I', 'G')","('I', 'C')","('I', 'F')","('I', 'H')","('I', 'B')","('A', 'D')","('A', 'J')","('A', 'E')","('A', 'I')","('A', 'A')","('A', 'G')","('A', 'C')","('A', 'F')","('A', 'H')","('A', 'B')","('G', 'D')","('G', 'J')","('G', 'E')","('G', 'I')","('G', 'A')","('G', 'G')","('G', 'C')","('G', 'F')","('G', 'H')","('G', 'B')","('C', 'D')","('C', 'J')","('C', 'E')","('C', 'I')","('C', 'A')","('C', 'G')","('C', 'C')","('C', 'F')","('C', 'H')","('C', 'B')","('F', 'D')","('F', 'J')","('F', 'E')","('F', 'I')","('F', 'A')","('F', 'G')","('F', 'C')","('F', 'F')","('F', 'H')","('F', 'B')","('H', 'D')","('H', 'J')","('H', 'E')","('H', 'I')","('H', 'A')","('H', 'G')","('H', 'C')","('H', 'F')","('H', 'H')","('H', 'B')","('B', 'D')","('B', 'J')","('B', 'E')","('B', 'I')","('B', 'A')","('B', 'G')","('B', 'C')","('B', 'F')","('B', 'H')","('B', 'B')"
53,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
54,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
55,,,,14.852215206607578,,,,,,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
56,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
57,,,,,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,,9.492090462838537,,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
58,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
59,,,,14.852215206607578,,,,,7.278982756515468,,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
60,,,,14.852215206607578,,,,,7.278982756515468,,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
61,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,,7.278982756515468,9.011647870223289,,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,,,
62,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
63,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,13.921795677048454,,,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,13.921795677048454,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,,12.588073671297673,,13.094304566778266,,
64,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,11.881619584333132,,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,,8.701809671168826,13.218025940068083,,11.881619584333132,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,,,13.094304566778266,,
65,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
66,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
67,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
68,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
69,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,,,13.094304566778266,,
70,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
71,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
72,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
73,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
74,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,,12.588073671297673,,13.094304566778266,,
75,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,,,13.094304566778266,,
76,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
77,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
78,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
79,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
80,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,13.921795677048454,,,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,13.921795677048454,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,,12.588073671297673,,13.094304566778266,,
81,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
82,,,,14.852215206607578,,,,,7.278982756515468,,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
83,,,,,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
84,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,,7.278982756515468,9.011647870223289,,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,7.7787134167164185,11.394267984578835,,,,,
85,,,,,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,13.921795677048454,,,,,13.341104266407502,,10.904925124490397,,,,,,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,13.921795677048454,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,,,,13.094304566778266,,
86,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
87,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
88,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,,,,,,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,,,13.094304566778266,,
89,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,7.278982756515468,9.011647870223289,,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
90,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,,,
91,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
92,,13.664836667552699,13.85451747936807,,,,6.022102765198487,,,10.449414806032166,13.664836667552699,,,,5.265359696838637,,,,9.011647870223289,,13.85451747936807,,,,,13.341104266407502,5.96716376833464,,8.701809671168826,9.492090462838537,,,,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,5.297972194380703,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,6.022102765198487,,5.96716376833464,5.788001980784582,12.415504997598328,,,11.037260313668911,6.248261628532093,,,,,,,,11.037260313668911,,,,,9.011647870223289,8.701809671168826,13.218025940068083,5.297972194380703,,6.248261628532093,,,,10.449414806032166,,9.492090462838537,7.7787134167164185,11.394267984578835,12.588073671297673,,,,
93,,13.664836667552699,13.85451747936807,,,,6.022102765198487,,7.278982756515468,10.449414806032166,13.664836667552699,,,,5.265359696838637,,,,9.011647870223289,,13.85451747936807,,,,,13.341104266407502,5.96716376833464,,,9.492090462838537,,,,,,,5.788001980784582,,13.218025940068083,7.7787134167164185,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,5.297972194380703,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,6.022102765198487,,5.96716376833464,5.788001980784582,12.415504997598328,,,,6.248261628532093,,,,,,,,,,,,7.278982756515468,9.011647870223289,,13.218025940068083,5.297972194380703,,6.248261628532093,,,,10.449414806032166,,9.492090462838537,7.7787134167164185,11.394267984578835,12.588073671297673,,,,
