,"('D', 'D')","('D', 'J')","('D', 'E')","('D', 'I')","('D', 'A')","('D', 'G')","('D', 'C')","('D', 'F')","('D', 'H')","('D', 'B')","('J', 'D')","('J', 'J')","('J', 'E')","('J', 'I')","('J', 'A')","('J', 'G')","('J', 'C')","('J', 'F')","('J', 'H')","('J', 'B')","('E', 'D')","('E', 'J')","('E', 'E')","('E', 'I')","('E', 'A')","('E', 'G')","('E', 'C')","('E', 'F')","('E', 'H')","('E', 'B')","('I', 'D')","('I', 'J')","('I', 'E')","('I', 'I')","('I', 'A')","('I', 'G')","('I', 'C')","('I', 'F')","('I', 'H')","('I', 'B')","('A', 'D')","('A', 'J')","('A', 'E')","('A', 'I')","('A', 'A')","('A', 'G')","('A', 'C')","('A', 'F')","('A', 'H')","('A', 'B')","('G', 'D')","('G', 'J')","('G', 'E')","('G', 'I')","('G', 'A')","('G', 'G')","('G', 'C')","('G', 'F')","('G', 'H')","('G', 'B')","('C', 'D')","('C', 'J')","('C', 'E')","('C', 'I')","('C', 'A')","('C', 'G')","('C', 'C')","('C', 'F')","('C', 'H')","('C', 'B')","('F', 'D')","('F', 'J')","('F', 'E')","('F', 'I')","('F', 'A')","('F', 'G')","('F', 'C')","('F', 'F')","('F', 'H')","('F', 'B')","('H', 'D')","('H', 'J')","('H', 'E')","('H', 'I')","('H', 'A')","('H', 'G')","('H', 'C')","('H', 'F')","('H', 'H')","('H', 'B')","('B', 'D')","('B', 'J')","('B', 'E')","('B', 'I')","('B', 'A')","('B', 'G')","('B', 'C')","('B', 'F')","('B', 'H')","('B', 'B')"
42,,,,,,,,,,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,,,,,,,,,,,,,5.265359696838637,,,,10.904925124490397,,,5.297972194380703,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,,9.011647870223289,8.701809671168826,,5.297972194380703,,,,,,10.449414806032166,,,,11.394267984578835,12.588073671297673,,13.094304566778266,,
43,,,,,,,,,,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,,,,,,,,,,,,,5.265359696838637,,,,10.904925124490397,,,5.297972194380703,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,,9.011647870223289,8.701809671168826,,5.297972194380703,,,,,,10.449414806032166,,,,11.394267984578835,12.588073671297673,,13.094304566778266,,
44,,,,,,,,,,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,,,,,,,,,,,,,5.265359696838637,,,,10.904925124490397,,13.921795677048454,5.297972194380703,,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,,,,,11.037260313668911,,,,,,,13.921795677048454,,11.037260313668911,,,13.094304566778266,,9.011647870223289,8.701809671168826,,5.297972194380703,,,,,,10.449414806032166,,,,,12.588073671297673,,13.094304566778266,,
45,,,,,,,,,,10.449414806032166,,,,,5.265359696838637,,,,,,,,,,,13.341104266407502,,,8.701809671168826,,,,,,,,,,,,,5.265359696838637,,,,10.904925124490397,,,5.297972194380703,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,,,8.701809671168826,,5.297972194380703,,,,,,10.449414806032166,,,,11.394267984578835,12.588073671297673,,13.094304566778266,,
46,,,,,,,,,,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,,,,,,,,,,,,,5.265359696838637,,,,10.904925124490397,,,5.297972194380703,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,,9.011647870223289,8.701809671168826,,5.297972194380703,,,,,,10.449414806032166,,,,11.394267984578835,12.588073671297673,,13.094304566778266,,
47,,,,,,,,,,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,,,,,,,,,,,,,5.265359696838637,,,,10.904925124490397,,,5.297972194380703,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,,9.011647870223289,8.701809671168826,,5.297972194380703,,,,,,10.449414806032166,,,,11.394267984578835,12.588073671297673,,13.094304566778266,,
48,,,,,,,,,,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,,,,,,,,,,,,,5.265359696838637,,,,10.904925124490397,,,5.297972194380703,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,,,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,,9.011647870223289,8.701809671168826,,5.297972194380703,,,,,,10.449414806032166,,,,11.394267984578835,,,13.094304566778266,,
49,,,,,,,,,,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,,,,,,,,,,,,,5.265359696838637,,,,10.904925124490397,,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,,,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,,9.011647870223289,8.701809671168826,,,,,,,,10.449414806032166,,,,11.394267984578835,12.588073671297673,,13.094304566778266,,
50,,,,14.852215206607578,,,,,7.278982756515468,,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,,,,,,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,,,9.492090462838537,,11.394267984578835,,,13.094304566778266,,
51,,,,14.852215206607578,,,,,7.278982756515468,,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,5.788001980784582,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,5.788001980784582,12.415504997598328,,,,,,,,,,,,,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
52,,,,14.852215206607578,,,,,7.278982756515468,10.449414806032166,,,,,5.265359696838637,,,,9.011647870223289,,,,,,,13.341104266407502,,,8.701809671168826,9.492090462838537,14.852215206607578,,,,,,,,13.218025940068083,,,5.265359696838637,,,,10.904925124490397,12.415504997598328,,,11.394267984578835,,,13.341104266407502,,10.904925124490397,,,,,12.588073671297673,,,,,12.415504997598328,,,11.037260313668911,,,,,,,,,11.037260313668911,,,13.094304566778266,7.278982756515468,9.011647870223289,8.701809671168826,13.218025940068083,,,,,,,10.449414806032166,,9.492090462838537,,11.394267984578835,12.588073671297673,,13.094304566778266,,
