,"('J', 'J')","('J', 'C')","('J', 'H')","('J', 'A')","('J', 'E')","('J', 'F')","('J', 'I')","('J', 'D')","('J', 'G')","('J', 'B')","('C', 'J')","('C', 'C')","('C', 'H')","('C', 'A')","('C', 'E')","('C', 'F')","('C', 'I')","('C', 'D')","('C', 'G')","('C', 'B')","('H', 'J')","('H', 'C')","('H', 'H')","('H', 'A')","('H', 'E')","('H', 'F')","('H', 'I')","('H', 'D')","('H', 'G')","('H', 'B')","('A', 'J')","('A', 'C')","('A', 'H')","('A', 'A')","('A', 'E')","('A', 'F')","('A', 'I')","('A', 'D')","('A', 'G')","('A', 'B')","('E', 'J')","('E', 'C')","('E', 'H')","('E', 'A')","('E', 'E')","('E', 'F')","('E', 'I')","('E', 'D')","('E', 'G')","('E', 'B')","('F', 'J')","('F', 'C')","('F', 'H')","('F', 'A')","('F', 'E')","('F', 'F')","('F', 'I')","('F', 'D')","('F', 'G')","('F', 'B')","('I', 'J')","('I', 'C')","('I', 'H')","('I', 'A')","('I', 'E')","('I', 'F')","('I', 'I')","('I', 'D')","('I', 'G')","('I', 'B')","('D', 'J')","('D', 'C')","('D', 'H')","('D', 'A')","('D', 'E')","('D', 'F')","('D', 'I')","('D', 'D')","('D', 'G')","('D', 'B')","('G', 'J')","('G', 'C')","('G', 'H')","('G', 'A')","('G', 'E')","('G', 'F')","('G', 'I')","('G', 'D')","('G', 'G')","('G', 'B')","('B', 'J')","('B', 'C')","('B', 'H')","('B', 'A')","('B', 'E')","('B', 'F')","('B', 'I')","('B', 'D')","('B', 'G')","('B', 'B')"
82,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,0.0,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,0.0,5.714025095785483,13.094304566778266,7.109828435863265,,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
83,,,9.011647870223289,,,8.794554417576478,7.109828435863265,,,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,0.0,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,0.0,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,0.0,10.449414806032166,,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,0.0,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
84,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,0.0,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,0.0,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
85,,,9.011647870223289,,,,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,0.0,13.85451747936807,13.341104266407502,9.492090462838537,,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,0.0,,,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,,13.85451747936807,0.0,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,,0.0,5.69555148823741,,,,0.0,11.981393949882268,,9.492090462838537,,7.7787134167164185,10.449414806032166,,
86,,,9.011647870223289,,,,7.109828435863265,13.664836667552699,,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,0.0,13.85451747936807,13.341104266407502,9.492090462838537,,11.037260313668911,0.0,,7.779736031100921,,7.448109251514262,0.0,5.714025095785483,,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,5.69555148823741,10.449414806032166,,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,0.0,11.981393949882268,,9.492090462838537,,7.7787134167164185,10.449414806032166,,
87,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,0.0,13.85451747936807,,9.492090462838537,8.794554417576478,,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,0.0,5.714025095785483,,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,,5.714025095785483,0.0,5.69555148823741,,,,0.0,11.981393949882268,,9.492090462838537,,7.7787134167164185,10.449414806032166,,
88,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,0.0,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,0.0,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,0.0,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,0.0,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,0.0,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
89,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,0.0,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,0.0,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
90,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
91,,,9.011647870223289,,,,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
92,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,,6.022102765198487,,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,0.0,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,0.0,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,13.094304566778266,7.109828435863265,,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
93,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,6.71138648198097,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,0.0,13.921795677048454,7.326608933907396,0.0,10.904925124490397,,,5.96716376833464,8.701809671168826,0.0,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,6.71138648198097,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
94,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,6.71138648198097,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,6.024951761715075,13.921795677048454,7.326608933907396,7.232107381488228,,,,5.96716376833464,8.701809671168826,6.024951761715075,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,6.71138648198097,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,7.232107381488228,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,,7.7787134167164185,10.449414806032166,,
95,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,6.71138648198097,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,6.024951761715075,13.921795677048454,7.326608933907396,7.232107381488228,10.904925124490397,,,5.96716376833464,8.701809671168826,6.024951761715075,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,6.71138648198097,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,7.232107381488228,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
96,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,6.71138648198097,13.218025940068083,7.278982756515468,,11.981393949882268,,12.415504997598328,5.297972194380703,,6.024951761715075,13.921795677048454,7.326608933907396,7.232107381488228,10.904925124490397,,,5.96716376833464,8.701809671168826,6.024951761715075,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,11.037260313668911,6.71138648198097,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,13.094304566778266,7.109828435863265,,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,7.232107381488228,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,10.449414806032166,,
97,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,,5.788001980784582,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,6.71138648198097,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,6.024951761715075,13.921795677048454,,7.232107381488228,10.904925124490397,,,5.96716376833464,8.701809671168826,6.024951761715075,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,,6.71138648198097,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,,7.109828435863265,5.788001980784582,13.218025940068083,,11.701751743776933,7.448109251514262,,14.852215206607578,0.0,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,7.232107381488228,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,0.0,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,,7.7787134167164185,10.449414806032166,,
98,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,,5.788001980784582,6.022102765198487,12.297317866938178,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,6.71138648198097,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,6.024951761715075,13.921795677048454,7.326608933907396,7.232107381488228,10.904925124490397,,,5.96716376833464,8.701809671168826,6.024951761715075,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,9.492090462838537,8.794554417576478,,6.71138648198097,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,11.846142509898744,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,7.232107381488228,13.85451747936807,,14.852215206607578,,5.69555148823741,,12.759999115462449,12.297317866938178,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,11.846142509898744,5.69555148823741,,,,,11.981393949882268,,9.492090462838537,13.094304566778266,7.7787134167164185,,,
99,,,9.011647870223289,,,8.794554417576478,7.109828435863265,13.664836667552699,12.759999115462449,,,,6.248261628532093,12.415504997598328,5.96716376833464,11.037260313668911,5.788001980784582,6.022102765198487,,,9.011647870223289,6.248261628532093,,5.297972194380703,8.701809671168826,6.71138648198097,13.218025940068083,7.278982756515468,11.881619584333132,11.981393949882268,,12.415504997598328,5.297972194380703,,6.024951761715075,13.921795677048454,7.326608933907396,,10.904925124490397,,,5.96716376833464,8.701809671168826,6.024951761715075,,7.779736031100921,11.701751743776933,13.85451747936807,13.341104266407502,,8.794554417576478,11.037260313668911,6.71138648198097,13.921795677048454,7.779736031100921,,7.448109251514262,,5.714025095785483,13.094304566778266,7.109828435863265,5.788001980784582,13.218025940068083,7.326608933907396,11.701751743776933,7.448109251514262,,14.852215206607578,11.846142509898744,7.7787134167164185,13.664836667552699,6.022102765198487,7.278982756515468,,13.85451747936807,,14.852215206607578,,5.69555148823741,10.449414806032166,12.759999115462449,,11.881619584333132,10.904925124490397,13.341104266407502,5.714025095785483,11.846142509898744,5.69555148823741,,,,,11.981393949882268,,,13.094304566778266,7.7787134167164185,10.449414806032166,,
