,"('D', 'D')","('D', 'I')","('D', 'J')","('D', 'G')","('D', 'C')","('D', 'F')","('D', 'H')","('D', 'B')","('D', 'A')","('D', 'E')","('I', 'D')","('I', 'I')","('I', 'J')","('I', 'G')","('I', 'C')","('I', 'F')","('I', 'H')","('I', 'B')","('I', 'A')","('I', 'E')","('J', 'D')","('J', 'I')","('J', 'J')","('J', 'G')","('J', 'C')","('J', 'F')","('J', 'H')","('J', 'B')","('J', 'A')","('J', 'E')","('G', 'D')","('G', 'I')","('G', 'J')","('G', 'G')","('G', 'C')","('G', 'F')","('G', 'H')","('G', 'B')","('G', 'A')","('G', 'E')","('C', 'D')","('C', 'I')","('C', 'J')","('C', 'G')","('C', 'C')","('C', 'F')","('C', 'H')","('C', 'B')","('C', 'A')","('C', 'E')","('F', 'D')","('F', 'I')","('F', 'J')","('F', 'G')","('F', 'C')","('F', 'F')","('F', 'H')","('F', 'B')","('F', 'A')","('F', 'E')","('H', 'D')","('H', 'I')","('H', 'J')","('H', 'G')","('H', 'C')","('H', 'F')","('H', 'H')","('H', 'B')","('H', 'A')","('H', 'E')","('B', 'D')","('B', 'I')","('B', 'J')","('B', 'G')","('B', 'C')","('B', 'F')","('B', 'H')","('B', 'B')","('B', 'A')","('B', 'E')","('A', 'D')","('A', 'I')","('A', 'J')","('A', 'G')","('A', 'C')","('A', 'F')","('A', 'H')","('A', 'B')","('A', 'A')","('A', 'E')","('E', 'D')","('E', 'I')","('E', 'J')","('E', 'G')","('E', 'C')","('E', 'F')","('E', 'H')","('E', 'B')","('E', 'A')","('E', 'E')"
80,,,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
81,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,,13.85451747936807,14.852215206607578,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
82,,,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,0.0,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
83,,,,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,,7.109828435863265,,,,8.794554417576478,9.011647870223289,,5.265359696838637,,0.0,0.0,,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
84,,,13.664836667552699,5.69555148823741,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
85,,14.852215206607578,13.664836667552699,5.69555148823741,6.022102765198487,0.0,7.278982756515468,10.449414806032166,,13.85451747936807,14.852215206607578,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,,,11.037260313668911,,0.0,,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,,11.981393949882268,,,9.492090462838537,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
86,,,13.664836667552699,5.69555148823741,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,13.664836667552699,7.109828435863265,,,,,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,,5.714025095785483,11.037260313668911,,0.0,,,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,,5.297972194380703,,,0.0,13.85451747936807,0.0,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
87,,,13.664836667552699,5.69555148823741,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,,6.022102765198487,5.788001980784582,,12.297317866938178,,,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,8.794554417576478,5.714025095785483,,,0.0,,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,,11.981393949882268,,,9.492090462838537,0.0,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,,,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
88,,,13.664836667552699,5.69555148823741,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
89,,,13.664836667552699,5.69555148823741,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,0.0,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
90,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
91,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
92,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,,,,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
93,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,6.71138648198097,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,6.71138648198097,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,0.0,
94,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,7.232107381488228,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,6.71138648198097,,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,6.71138648198097,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,,11.981393949882268,,,9.492090462838537,7.232107381488228,7.326608933907396,5.265359696838637,,12.415504997598328,13.921795677048454,5.297972194380703,,,6.024951761715075,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,6.024951761715075,
95,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,7.232107381488228,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,6.71138648198097,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,6.71138648198097,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,9.492090462838537,7.232107381488228,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,6.024951761715075,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,6.024951761715075,
96,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,7.232107381488228,13.85451747936807,,,7.109828435863265,0.0,,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,,,10.904925124490397,13.341104266407502,6.022102765198487,,,12.297317866938178,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,6.71138648198097,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,,6.248261628532093,6.71138648198097,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,9.492090462838537,7.232107381488228,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,6.024951761715075,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,6.024951761715075,
97,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,7.232107381488228,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,,,5.69555148823741,0.0,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,,,6.71138648198097,,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,6.71138648198097,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,,11.981393949882268,,,9.492090462838537,7.232107381488228,7.326608933907396,,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,6.024951761715075,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,6.024951761715075,
98,,,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,,7.232107381488228,13.85451747936807,,,7.109828435863265,11.846142509898744,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,11.846142509898744,12.759999115462449,,12.297317866938178,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,,,6.71138648198097,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,6.71138648198097,,11.981393949882268,5.297972194380703,8.701809671168826,,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,9.492090462838537,7.232107381488228,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,6.024951761715075,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,9.492090462838537,6.024951761715075,
99,,14.852215206607578,13.664836667552699,5.69555148823741,6.022102765198487,,7.278982756515468,10.449414806032166,,13.85451747936807,14.852215206607578,,7.109828435863265,11.846142509898744,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,,11.701751743776933,13.664836667552699,7.109828435863265,,12.759999115462449,,8.794554417576478,9.011647870223289,,5.265359696838637,,5.69555148823741,11.846142509898744,12.759999115462449,,,5.714025095785483,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,,,11.037260313668911,6.248261628532093,,12.415504997598328,5.96716376833464,,7.448109251514262,8.794554417576478,5.714025095785483,11.037260313668911,,6.71138648198097,13.094304566778266,13.921795677048454,7.779736031100921,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,6.71138648198097,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,,13.094304566778266,11.981393949882268,,,,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,6.024951761715075,13.85451747936807,11.701751743776933,,13.341104266407502,5.96716376833464,7.779736031100921,8.701809671168826,,6.024951761715075,
