,"('D', 'D')","('D', 'I')","('D', 'J')","('D', 'G')","('D', 'C')","('D', 'F')","('D', 'H')","('D', 'B')","('D', 'A')","('D', 'E')","('I', 'D')","('I', 'I')","('I', 'J')","('I', 'G')","('I', 'C')","('I', 'F')","('I', 'H')","('I', 'B')","('I', 'A')","('I', 'E')","('J', 'D')","('J', 'I')","('J', 'J')","('J', 'G')","('J', 'C')","('J', 'F')","('J', 'H')","('J', 'B')","('J', 'A')","('J', 'E')","('G', 'D')","('G', 'I')","('G', 'J')","('G', 'G')","('G', 'C')","('G', 'F')","('G', 'H')","('G', 'B')","('G', 'A')","('G', 'E')","('C', 'D')","('C', 'I')","('C', 'J')","('C', 'G')","('C', 'C')","('C', 'F')","('C', 'H')","('C', 'B')","('C', 'A')","('C', 'E')","('F', 'D')","('F', 'I')","('F', 'J')","('F', 'G')","('F', 'C')","('F', 'F')","('F', 'H')","('F', 'B')","('F', 'A')","('F', 'E')","('H', 'D')","('H', 'I')","('H', 'J')","('H', 'G')","('H', 'C')","('H', 'F')","('H', 'H')","('H', 'B')","('H', 'A')","('H', 'E')","('B', 'D')","('B', 'I')","('B', 'J')","('B', 'G')","('B', 'C')","('B', 'F')","('B', 'H')","('B', 'B')","('B', 'A')","('B', 'E')","('A', 'D')","('A', 'I')","('A', 'J')","('A', 'G')","('A', 'C')","('A', 'F')","('A', 'H')","('A', 'B')","('A', 'A')","('A', 'E')","('E', 'D')","('E', 'I')","('E', 'J')","('E', 'G')","('E', 'C')","('E', 'F')","('E', 'H')","('E', 'B')","('E', 'A')","('E', 'E')"
56,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,0.0,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,,0.0,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
57,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,0.0,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,0.0,11.881619584333132,,10.904925124490397,,6.022102765198487,5.788001980784582,0.0,0.0,,,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,0.0,0.0,0.0,,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
58,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,0.0,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,0.0,,11.037260313668911,,0.0,12.415504997598328,5.96716376833464,0.0,0.0,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,,0.0,,11.981393949882268,5.297972194380703,,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,,9.492090462838537,0.0,
59,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,,10.449414806032166,7.7787134167164185,,,0.0,,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,,9.492090462838537,0.0,
60,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,0.0,,,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
61,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
62,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,,7.448109251514262,,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,,0.0,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,,9.492090462838537,0.0,
63,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
64,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
65,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,0.0,,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,,11.037260313668911,,0.0,,13.921795677048454,,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,,8.701809671168826,9.492090462838537,0.0,
66,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,,0.0,13.664836667552699,0.0,,,,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
67,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,,,0.0,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,0.0,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
68,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
69,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,,,11.037260313668911,,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
70,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,,7.448109251514262,,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
71,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,0.0,0.0,,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,0.0,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
72,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,,13.85451747936807,14.852215206607578,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,,,,9.492090462838537,,,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
73,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
74,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,7.109828435863265,,,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
75,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
76,,14.852215206607578,13.664836667552699,0.0,6.022102765198487,,7.278982756515468,10.449414806032166,0.0,13.85451747936807,14.852215206607578,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,0.0,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,0.0,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
77,,,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,0.0,0.0,,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
78,,,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,0.0,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,0.0,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
79,,,13.664836667552699,0.0,6.022102765198487,0.0,7.278982756515468,10.449414806032166,0.0,13.85451747936807,,,7.109828435863265,0.0,5.788001980784582,7.448109251514262,13.218025940068083,7.7787134167164185,7.326608933907396,0.0,13.664836667552699,7.109828435863265,,12.759999115462449,,0.0,9.011647870223289,,5.265359696838637,0.0,0.0,0.0,12.759999115462449,,12.297317866938178,0.0,11.881619584333132,,10.904925124490397,13.341104266407502,6.022102765198487,5.788001980784582,,12.297317866938178,,11.037260313668911,6.248261628532093,0.0,12.415504997598328,5.96716376833464,0.0,7.448109251514262,0.0,0.0,11.037260313668911,,0.0,13.094304566778266,13.921795677048454,0.0,7.278982756515468,13.218025940068083,9.011647870223289,11.881619584333132,6.248261628532093,0.0,,11.981393949882268,5.297972194380703,8.701809671168826,10.449414806032166,7.7787134167164185,,,0.0,13.094304566778266,11.981393949882268,,,9.492090462838537,0.0,7.326608933907396,5.265359696838637,10.904925124490397,12.415504997598328,13.921795677048454,5.297972194380703,,,0.0,13.85451747936807,0.0,0.0,13.341104266407502,5.96716376833464,0.0,8.701809671168826,9.492090462838537,0.0,
