,"('C', 'C')","('C', 'E')","('C', 'G')","('C', 'I')","('C', 'F')","('C', 'D')","('C', 'B')","('C', 'H')","('C', 'A')","('C', 'J')","('E', 'C')","('E', 'E')","('E', 'G')","('E', 'I')","('E', 'F')","('E', 'D')","('E', 'B')","('E', 'H')","('E', 'A')","('E', 'J')","('G', 'C')","('G', 'E')","('G', 'G')","('G', 'I')","('G', 'F')","('G', 'D')","('G', 'B')","('G', 'H')","('G', 'A')","('G', 'J')","('I', 'C')","('I', 'E')","('I', 'G')","('I', 'I')","('I', 'F')","('I', 'D')","('I', 'B')","('I', 'H')","('I', 'A')","('I', 'J')","('F', 'C')","('F', 'E')","('F', 'G')","('F', 'I')","('F', 'F')","('F', 'D')","('F', 'B')","('F', 'H')","('F', 'A')","('F', 'J')","('D', 'C')","('D', 'E')","('D', 'G')","('D', 'I')","('D', 'F')","('D', 'D')","('D', 'B')","('D', 'H')","('D', 'A')","('D', 'J')","('B', 'C')","('B', 'E')","('B', 'G')","('B', 'I')","('B', 'F')","('B', 'D')","('B', 'B')","('B', 'H')","('B', 'A')","('B', 'J')","('H', 'C')","('H', 'E')","('H', 'G')","('H', 'I')","('H', 'F')","('H', 'D')","('H', 'B')","('H', 'H')","('H', 'A')","('H', 'J')","('A', 'C')","('A', 'E')","('A', 'G')","('A', 'I')","('A', 'F')","('A', 'D')","('A', 'B')","('A', 'H')","('A', 'A')","('A', 'J')","('J', 'C')","('J', 'E')","('J', 'G')","('J', 'I')","('J', 'F')","('J', 'D')","('J', 'B')","('J', 'H')","('J', 'A')","('J', 'J')"
34,,0.0,0.0,0.0,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,0.0,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,0.0,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,0.0,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,0.0,0.0,0.0,0.0,0.0,,7.7787134167164185,13.094304566778266,10.449414806032166,,0.0,,0.0,0.0,8.701809671168826,11.881619584333132,0.0,0.0,0.0,0.0,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,0.0,9.011647870223289,5.265359696838637,
35,,0.0,0.0,0.0,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,,0.0,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,0.0,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,,,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,0.0,,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,0.0,,0.0,0.0,8.701809671168826,11.881619584333132,0.0,,0.0,0.0,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,,,,5.297972194380703,,5.265359696838637,0.0,0.0,,0.0,0.0,0.0,0.0,9.011647870223289,5.265359696838637,
36,,0.0,0.0,0.0,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,0.0,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,0.0,0.0,0.0,11.037260313668911,0.0,,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,0.0,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,0.0,,0.0,0.0,8.701809671168826,11.881619584333132,0.0,0.0,0.0,0.0,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,0.0,9.011647870223289,5.265359696838637,
37,,0.0,,5.788001980784582,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,0.0,,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,,,0.0,0.0,8.701809671168826,11.881619584333132,,0.0,7.278982756515468,,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,0.0,9.011647870223289,5.265359696838637,
38,,0.0,0.0,5.788001980784582,11.037260313668911,0.0,,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,0.0,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,,0.0,13.921795677048454,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,,9.492090462838537,,7.7787134167164185,,10.449414806032166,,0.0,,0.0,0.0,8.701809671168826,11.881619584333132,0.0,0.0,7.278982756515468,0.0,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,0.0,9.011647870223289,5.265359696838637,
39,,0.0,0.0,5.788001980784582,11.037260313668911,0.0,0.0,0.0,12.415504997598328,,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,0.0,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,0.0,,0.0,0.0,8.701809671168826,,0.0,0.0,7.278982756515468,0.0,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,,0.0,12.759999115462449,0.0,0.0,0.0,0.0,,5.265359696838637,
40,,0.0,0.0,5.788001980784582,,0.0,,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,0.0,,0.0,0.0,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,0.0,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,,,0.0,0.0,0.0,0.0,9.011647870223289,5.265359696838637,
41,,0.0,0.0,5.788001980784582,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,0.0,,0.0,0.0,8.701809671168826,11.881619584333132,,0.0,7.278982756515468,0.0,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,0.0,9.011647870223289,5.265359696838637,
42,,0.0,0.0,,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,0.0,,0.0,0.0,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,0.0,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,0.0,9.011647870223289,5.265359696838637,
43,,0.0,0.0,5.788001980784582,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,0.0,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,0.0,0.0,,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,0.0,,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,,9.011647870223289,5.265359696838637,
44,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,0.0,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,,0.0,0.0,0.0,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,,,,0.0,8.701809671168826,,13.218025940068083,0.0,7.278982756515468,,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,,9.011647870223289,5.265359696838637,
45,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,0.0,,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,,,0.0,13.921795677048454,0.0,0.0,0.0,0.0,14.852215206607578,,,10.449414806032166,7.278982756515468,0.0,0.0,0.0,,,7.7787134167164185,,10.449414806032166,,11.981393949882268,,,0.0,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,,9.011647870223289,5.265359696838637,
46,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,13.85451747936807,0.0,14.852215206607578,0.0,,,7.278982756515468,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,,,11.981393949882268,,,0.0,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,,9.011647870223289,5.265359696838637,
47,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,0.0,0.0,0.0,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,0.0,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,0.0,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,0.0,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,9.011647870223289,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,0.0,,9.011647870223289,5.265359696838637,
48,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
49,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
50,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,,0.0,9.492090462838537,,7.7787134167164185,,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,,,,5.265359696838637,
51,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
52,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
53,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
54,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
55,,5.96716376833464,0.0,5.788001980784582,,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,,10.904925124490397,,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,,0.0,0.0,,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,,,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,,0.0,0.0,13.664836667552699,,,5.265359696838637,
56,,5.96716376833464,0.0,,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,,,5.265359696838637,0.0,,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
57,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,0.0,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,0.0,,0.0,13.094304566778266,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,13.094304566778266,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
58,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,,14.852215206607578,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,,,0.0,,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,14.852215206607578,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,,10.449414806032166,,11.981393949882268,,,6.248261628532093,,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
59,,5.96716376833464,0.0,5.788001980784582,11.037260313668911,6.022102765198487,0.0,6.248261628532093,12.415504997598328,0.0,5.96716376833464,,13.341104266407502,0.0,0.0,13.85451747936807,9.492090462838537,8.701809671168826,0.0,0.0,0.0,13.341104266407502,,0.0,0.0,0.0,,11.881619584333132,10.904925124490397,12.759999115462449,5.788001980784582,0.0,0.0,,7.448109251514262,,7.7787134167164185,13.218025940068083,0.0,0.0,11.037260313668911,0.0,0.0,7.448109251514262,,0.0,,0.0,13.921795677048454,0.0,6.022102765198487,13.85451747936807,0.0,,0.0,,10.449414806032166,7.278982756515468,0.0,13.664836667552699,0.0,9.492090462838537,,7.7787134167164185,,10.449414806032166,,11.981393949882268,,,6.248261628532093,8.701809671168826,11.881619584333132,13.218025940068083,0.0,7.278982756515468,11.981393949882268,,5.297972194380703,,12.415504997598328,0.0,10.904925124490397,0.0,13.921795677048454,0.0,,5.297972194380703,,5.265359696838637,0.0,0.0,12.759999115462449,0.0,0.0,13.664836667552699,,,5.265359696838637,
