,"('J', 'J')","('J', 'C')","('J', 'H')","('J', 'G')","('J', 'E')","('J', 'B')","('J', 'A')","('J', 'I')","('J', 'F')","('J', 'D')","('C', 'J')","('C', 'C')","('C', 'H')","('C', 'G')","('C', 'E')","('C', 'B')","('C', 'A')","('C', 'I')","('C', 'F')","('C', 'D')","('H', 'J')","('H', 'C')","('H', 'H')","('H', 'G')","('H', 'E')","('H', 'B')","('H', 'A')","('H', 'I')","('H', 'F')","('H', 'D')","('G', 'J')","('G', 'C')","('G', 'H')","('G', 'G')","('G', 'E')","('G', 'B')","('G', 'A')","('G', 'I')","('G', 'F')","('G', 'D')","('E', 'J')","('E', 'C')","('E', 'H')","('E', 'G')","('E', 'E')","('E', 'B')","('E', 'A')","('E', 'I')","('E', 'F')","('E', 'D')","('B', 'J')","('B', 'C')","('B', 'H')","('B', 'G')","('B', 'E')","('B', 'B')","('B', 'A')","('B', 'I')","('B', 'F')","('B', 'D')","('A', 'J')","('A', 'C')","('A', 'H')","('A', 'G')","('A', 'E')","('A', 'B')","('A', 'A')","('A', 'I')","('A', 'F')","('A', 'D')","('I', 'J')","('I', 'C')","('I', 'H')","('I', 'G')","('I', 'E')","('I', 'B')","('I', 'A')","('I', 'I')","('I', 'F')","('I', 'D')","('F', 'J')","('F', 'C')","('F', 'H')","('F', 'G')","('F', 'E')","('F', 'B')","('F', 'A')","('F', 'I')","('F', 'F')","('F', 'D')","('D', 'J')","('D', 'C')","('D', 'H')","('D', 'G')","('D', 'E')","('D', 'B')","('D', 'A')","('D', 'I')","('D', 'F')","('D', 'D')"
32,,0.0,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,12.415504997598328,0.0,11.037260313668911,0.0,9.011647870223289,,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,0.0,0.0,0.0,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,7.7787134167164185,,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
33,,,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,12.415504997598328,0.0,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,0.0,0.0,0.0,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
34,,0.0,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,0.0,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,0.0,0.0,0.0,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
35,,0.0,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,0.0,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,0.0,0.0,0.0,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,,0.0,0.0,0.0,0.0,0.0,10.449414806032166,0.0,14.852215206607578,,
36,,0.0,9.011647870223289,,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,0.0,,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,0.0,0.0,0.0,,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,0.0,0.0,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,,0.0,,0.0,,13.921795677048454,0.0,,,0.0,0.0,0.0,0.0,0.0,10.449414806032166,0.0,14.852215206607578,,
37,,0.0,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,0.0,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,0.0,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
38,,0.0,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,0.0,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,0.0,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
39,,0.0,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,,0.0,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,,10.904925124490397,0.0,,,0.0,,0.0,0.0,5.788001980784582,0.0,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
40,,0.0,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
41,,0.0,9.011647870223289,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,12.415504997598328,5.788001980784582,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,,,,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
42,,0.0,9.011647870223289,12.759999115462449,0.0,0.0,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,9.011647870223289,0.0,,11.881619584333132,8.701809671168826,0.0,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
43,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,,0.0,,11.881619584333132,8.701809671168826,,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,0.0,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,,0.0,,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
44,,0.0,,,0.0,,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,,0.0,,11.881619584333132,8.701809671168826,,5.297972194380703,13.218025940068083,0.0,7.278982756515468,,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,,0.0,,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,14.852215206607578,0.0,
45,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,,0.0,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,0.0,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,0.0,10.449414806032166,0.0,,0.0,
46,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,0.0,0.0,,0.0,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,,0.0,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
47,,0.0,,12.759999115462449,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,0.0,,0.0,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,0.0,0.0,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
48,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,6.022102765198487,,6.248261628532093,,11.881619584333132,,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
49,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,6.022102765198487,,6.248261628532093,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,13.664836667552699,6.022102765198487,,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
50,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,,6.022102765198487,,6.248261628532093,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,,0.0,0.0,0.0,,,0.0,,0.0,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
51,,,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,6.022102765198487,,6.248261628532093,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
52,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,6.022102765198487,,6.248261628532093,,11.881619584333132,,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
53,,0.0,,,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,6.022102765198487,,6.248261628532093,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
54,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,6.022102765198487,,6.248261628532093,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,,0.0,11.037260313668911,0.0,0.0,,,13.921795677048454,0.0,,,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,,,
55,,0.0,,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,6.022102765198487,,6.248261628532093,,11.881619584333132,8.701809671168826,11.981393949882268,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,11.981393949882268,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
56,,0.0,9.011647870223289,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,,0.0,5.96716376833464,0.0,12.415504997598328,5.788001980784582,11.037260313668911,6.022102765198487,9.011647870223289,,,11.881619584333132,8.701809671168826,,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,,,0.0,5.788001980784582,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,,0.0,,,0.0,,0.0,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,,14.852215206607578,0.0,
57,,0.0,9.011647870223289,12.759999115462449,0.0,,5.265359696838637,0.0,0.0,13.664836667552699,0.0,,6.248261628532093,0.0,5.96716376833464,0.0,12.415504997598328,,11.037260313668911,6.022102765198487,9.011647870223289,6.248261628532093,,11.881619584333132,8.701809671168826,,5.297972194380703,13.218025940068083,0.0,7.278982756515468,12.759999115462449,0.0,11.881619584333132,,13.341104266407502,,10.904925124490397,0.0,0.0,0.0,0.0,5.96716376833464,8.701809671168826,13.341104266407502,,9.492090462838537,0.0,0.0,0.0,13.85451747936807,,0.0,,,9.492090462838537,,,7.7787134167164185,,10.449414806032166,5.265359696838637,12.415504997598328,5.297972194380703,10.904925124490397,0.0,,,0.0,13.921795677048454,0.0,0.0,,13.218025940068083,0.0,0.0,7.7787134167164185,0.0,,0.0,14.852215206607578,0.0,11.037260313668911,0.0,0.0,0.0,,13.921795677048454,0.0,,0.0,13.664836667552699,6.022102765198487,7.278982756515468,0.0,13.85451747936807,10.449414806032166,0.0,14.852215206607578,0.0,
